bench,mFamily,model,qbits,bench_item,pass,ft,rte,se,te,oe
MBPP,CodeLlama,CodeLlama,4,mbpp_223_is_majority,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_224_count_Set_Bits,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_226_odd_values_string,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_227_min_of_three,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_228_all_Bits_Set_In_The_Given_Range,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_229_re_arrange_array,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_230_replace_blank,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_234_volume_cube,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_237_check_occurences,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_238_number_of_substrings,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_239_get_total_number_of_sequences,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_240_replace_list,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_242_count_charac,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_244_next_Perfect_Square,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_245_max_sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_247_lps,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_249_intersection_array,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_250_count_X,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_251_insert_element,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_252_convert,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_253_count_integer,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_255_combinations_colors,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_256_count_Primes_nums,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_257_swap_numbers,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_259_maximize_elements,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_260_newman_prime,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_261_division_elements,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_262_split_two_parts,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_264_dog_age,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_265_list_split,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_266_lateralsurface_cube,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_267_square_Sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_268_find_star_num,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_269_ascii_value,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_270_sum_even_and_even_index,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_271_even_Power_Sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_272_rear_extract,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_273_substract_elements,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_274_even_binomial_Coeff_Sum,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_277_dict_filter,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_278_count_first_elements,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_279_is_num_decagonal,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_280_sequential_search,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_281_all_unique,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_282_sub_list,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_283_validate,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_284_check_element,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_285_text_match_two_three,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_286_max_sub_array_sum_repeated,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_287_square_Sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_290_max_length,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_291_count_no_of_ways,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_292_find,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_293_otherside_rightangle,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_294_max_val,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_295_sum_div,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_296_get_Inv_Count,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_297_flatten_list,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_299_max_aggregate,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_304_find_Element,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_305_start_withp,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_306_max_sum_increasing_subseq,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_308_large_product,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_309_maximum,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_310_string_to_tuple,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_388_highest_Power_of_2,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_389_find_lucas,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_390_add_string,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_391_convert_list_dictionary,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_392_get_max_sum,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_393_max_length_list,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_394_check_distinct,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_395_first_non_repeating_character,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_396_check_char,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_397_median_numbers,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_398_sum_of_digits,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_399_bitwise_xor,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_3_is_not_prime,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_400_extract_freq,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_401_add_nested_tuples,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_404_minimum,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_405_check_tuplex,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_406_find_Parity,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_407_rearrange_bigger,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_408_k_smallest_pairs,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_409_min_product_tuple,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_410_min_val,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_411_snake_to_camel,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_412_remove_odd,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_413_extract_nth_element,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_414_overlapping,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_415_max_Product,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_417_group_tuples,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_418_Find_Max,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_419_round_and_sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_420_cube_Sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_421_concatenate_tuple,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_422_find_Average_Of_Cube,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_424_extract_rear,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_425_count_element_in_list,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_426_filter_oddnumbers,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_427_change_date_format,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_428_shell_sort,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_429_and_tuples,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_430_parabola_directrix,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_431_common_element,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_432_median_trapezium,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_433_check_greater,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_434_text_match_one,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_435_last_Digit,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_436_neg_nos,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_437_remove_odd,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_438_count_bidirectional,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_439_multiple_to_single,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_440_find_adverb_position,0,0,0,1,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_441_surfacearea_cube,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_442_positive_count,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_443_largest_neg,0,0,0,1,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_444_trim_tuple,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_445_index_multiplication,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_446_count_Occurrence,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_447_cube_nums,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_448_cal_sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_450_extract_string,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_451_remove_whitespaces,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_452_loss_amount,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_453_sumofFactors,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_454_text_match_wordz,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_455_check_monthnumb_number,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_456_reverse_string_list,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_457_Find_Min,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_458_rectangle_area,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_459_remove_uppercase,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_460_Extract,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_461_upper_ctr,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_462_combinations_list,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_463_max_subarray_product,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_464_check_value,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_465_drop_empty,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_468_max_product,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_470_add_pairwise,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_471_find_remainder,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_472_check_Consecutive,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_474_replace_char,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_475_sort_counter,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_476_big_sum,0,0,0,1,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_477_is_lower,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_478_remove_lowercase,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_479_first_Digit,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_4_heap_queue_largest,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_554_Split,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_555_difference,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_556_find_Odd_Pair,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_557_toggle_string,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_558_digit_distance_nums,0,0,0,1,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_559_max_sub_array_sum,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_560_union_elements,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_562_Find_Max_Length,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_563_extract_values,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_564_count_Pairs,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_565_split,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_566_sum_digits,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_567_issort_list,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_568_empty_list,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_569_sort_sublists,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_56_checks,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_572_two_unique_nums,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_573_unique_product,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_574_surfacearea_cylinder,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_576_is_Sub_Array,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_577_last_Digit_Factorial,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_578_interleave_lists,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_579_find_dissimilar,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_57_find_Max_Num,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_580_extract_even,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_581_surface_Area,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_583_catalan_number,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_584_find_adverbs,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_585_expensive_items,0,0,0,1,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_586_split_Arr,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_587_list_tuple,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_588_big_diff,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_589_perfect_squares,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_58_opposite_Signs,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_591_swap_List,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_592_sum_Of_product,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_593_removezero_ip,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_594_diff_even_odd,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_595_min_Swaps,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_597_find_kth,0,0,0,0,1,0
MBPP,CodeLlama,CodeLlama,4,mbpp_598_armstrong_number,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_599_sum_average,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_59_is_octagonal,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_600_is_Even,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_602_first_repeated_char,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_603_get_ludic,0,0,0,0,1,0
MBPP,CodeLlama,CodeLlama,4,mbpp_604_reverse_words,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_605_prime_num,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_606_radian_degree,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_607_find_literals,0,0,0,1,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_608_bell_Number,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_610_remove_kth_element,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_611_max_of_nth,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_612_merge,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_614_cummulative_sum,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_615_average_tuple,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_616_tuple_modulo,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_617_min_Jumps,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_618_div_list,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_619_move_num,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_61_count_Substrings,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_622_get_median,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_623_nth_nums,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_624_is_upper,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_625_swap_List,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_626_triangle_area,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_627_find_First_Missing,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_628_replace_spaces,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_629_Split,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_62_smallest_num,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_630_get_coordinates,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_631_replace_spaces,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_632_move_zero,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_633_pair_xor_Sum,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_635_heap_sort,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_637_noprofit_noloss,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_638_wind_chill,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_639_sample_nam,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_63_max_difference,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_640_remove_parenthesis,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_641_is_nonagonal,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_643_text_match_wordz_middle,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_644_reverse_Array_Upto_K,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_64_subject_marks,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_65_recursive_list_sum,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_66_pos_count,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_67_bell_number,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_68_is_Monotonic,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_69_is_sublist,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_6_differ_At_One_Bit_Pos,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_70_get_equal,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_71_comb_sort,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_720_add_dict_to_tuple,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_721_maxAverageOfPath,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_722_filter_data,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_723_count_same_pair,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_724_power_base_sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_725_extract_quotation,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_726_multiply_elements,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_728_sum_list,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_72_dif_Square,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_730_consecutive_duplicates,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_731_lateralsurface_cone,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_732_replace_specialchar,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_733_find_first_occurrence,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_734_sum_Of_Subarray_Prod,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_735_toggle_middle_bits,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_736_left_insertion,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_737_check_str,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_738_geometric_sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_739_find_Index,0,0,0,1,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_740_tuple_to_dict,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_741_all_Characters_Same,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_742_area_tetrahedron,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_743_rotate_right,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_744_check_none,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_745_divisible_by_digits,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_746_sector_area,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_747_lcs_of_three,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_748_capital_words_spaces,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_749_sort_numeric_strings,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_74_is_samepatterns,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_750_add_tuple,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_751_check_min_heap,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_752_jacobsthal_num,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_753_min_k,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_754_extract_index_list,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_755_second_smallest,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_756_text_match_zero_one,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_757_count_reverse_pairs,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_759_is_decimal,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_75_find_tuples,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_760_unique_Element,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_762_check_monthnumber_number,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_763_find_min_diff,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_764_number_ctr,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_765_is_polite,0,0,0,1,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_766_pair_wise,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_767_get_pairs_count,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_769_Diff,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_770_odd_num_sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_771_check_expression,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_772_remove_length,1,0,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_773_occurance_substring,0,0,1,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_775_odd_position,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_776_count_vowels,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_777_find_sum,0,1,0,0,0,0
MBPP,CodeLlama,CodeLlama,4,mbpp_778_pack_consecutive_duplicates,1,0,0,0,0,0
