bench,model,bench_item,loc
MBPP,DSCoderFP16,mbpp_19_test_duplicate,11
MBPP,DSCoderFP16,mbpp_278_count_first_elements,11
MBPP,DSCoderFP16,mbpp_281_all_unique,11
MBPP,DSCoderFP16,mbpp_290_max_length,11
MBPP,DSCoderFP16,mbpp_296_get_Inv_Count,11
MBPP,DSCoderFP16,mbpp_394_check_distinct,11
MBPP,DSCoderFP16,mbpp_417_group_tuples,11
MBPP,DSCoderFP16,mbpp_418_Find_Max,11
MBPP,DSCoderFP16,mbpp_424_extract_rear,11
MBPP,DSCoderFP16,mbpp_429_and_tuples,11
MBPP,DSCoderFP16,mbpp_438_count_bidirectional,11
MBPP,DSCoderFP16,mbpp_446_count_Occurrence,11
MBPP,DSCoderFP16,mbpp_457_Find_Min,11
MBPP,DSCoderFP16,mbpp_556_find_Odd_Pair,11
MBPP,DSCoderFP16,mbpp_564_count_Pairs,11
MBPP,DSCoderFP16,mbpp_57_find_Max_Num,11
MBPP,DSCoderFP16,mbpp_580_extract_even,11
MBPP,DSCoderFP16,mbpp_586_split_Arr,11
MBPP,DSCoderFP16,mbpp_65_recursive_list_sum,11
MBPP,DSCoderFP16,mbpp_757_count_reverse_pairs,11
MBPP,DSCoderFP16,mbpp_763_find_min_diff,11
MBPP,DSCoderFP16,mbpp_767_get_pairs_count,11
MBPP,DSCoderFP16,mbpp_773_occurance_substring,11
MBPP,DSCoderFP16,mbpp_777_find_sum,11
MBPP,DSCoderFP16,mbpp_785_tuple_str_int,11
MBPP,DSCoderFP16,mbpp_791_remove_nested,11
MBPP,DSCoderFP16,mbpp_792_count_list,11
MBPP,DSCoderFP16,mbpp_88_freq_count,11
MBPP,DSCoderFP16,mbpp_90_len_log,11
MBPP,DSCoderFP16,mbpp_94_index_minimum,11
MBPP,DSCoderFP16,mbpp_97_frequency_lists,11
MBPP,DSCoderFP16,mbpp_9_find_Rotations,11
MBPP,DSCoderQ2,mbpp_165_count_char_position,11
MBPP,DSCoderQ2,mbpp_172_count_occurance,11
MBPP,DSCoderQ2,mbpp_252_convert,11
MBPP,DSCoderQ2,mbpp_282_sub_list,11
MBPP,DSCoderQ2,mbpp_296_get_Inv_Count,11
MBPP,DSCoderQ2,mbpp_393_max_length_list,11
MBPP,DSCoderQ2,mbpp_395_first_non_repeating_character,11
MBPP,DSCoderQ2,mbpp_409_min_product_tuple,11
MBPP,DSCoderQ2,mbpp_417_group_tuples,11
MBPP,DSCoderQ2,mbpp_438_count_bidirectional,11
MBPP,DSCoderQ2,mbpp_444_trim_tuple,11
MBPP,DSCoderQ2,mbpp_455_check_monthnumb_number,11
MBPP,DSCoderQ2,mbpp_457_Find_Min,11
MBPP,DSCoderQ2,mbpp_4_heap_queue_largest,11
MBPP,DSCoderQ2,mbpp_556_find_Odd_Pair,11
MBPP,DSCoderQ2,mbpp_573_unique_product,11
MBPP,DSCoderQ2,mbpp_580_extract_even,11
MBPP,DSCoderQ2,mbpp_589_perfect_squares,11
MBPP,DSCoderQ2,mbpp_605_prime_num,11
MBPP,DSCoderQ2,mbpp_619_move_num,11
MBPP,DSCoderQ2,mbpp_630_get_coordinates,11
MBPP,DSCoderQ2,mbpp_724_power_base_sum,11
MBPP,DSCoderQ2,mbpp_72_dif_Square,11
MBPP,DSCoderQ2,mbpp_74_is_samepatterns,11
MBPP,DSCoderQ2,mbpp_767_get_pairs_count,11
MBPP,DSCoderQ2,mbpp_776_count_vowels,11
MBPP,DSCoderQ2,mbpp_777_find_sum,11
MBPP,DSCoderQ2,mbpp_778_pack_consecutive_duplicates,11
MBPP,DSCoderQ2,mbpp_782_odd_length_sum,11
MBPP,DSCoderQ2,mbpp_94_index_minimum,11
MBPP,DSCoderQ8,mbpp_103_eulerian_num,11
MBPP,DSCoderQ8,mbpp_119_search,11
MBPP,DSCoderQ8,mbpp_132_tup_string,11
MBPP,DSCoderQ8,mbpp_141_pancake_sort,11
MBPP,DSCoderQ8,mbpp_160_find_solution,11
MBPP,DSCoderQ8,mbpp_161_remove_elements,11
MBPP,DSCoderQ8,mbpp_165_count_char_position,11
MBPP,DSCoderQ8,mbpp_166_find_even_pair,11
MBPP,DSCoderQ8,mbpp_172_count_occurance,11
MBPP,DSCoderQ8,mbpp_19_test_duplicate,11
MBPP,DSCoderQ8,mbpp_244_next_Perfect_Square,11
MBPP,DSCoderQ8,mbpp_249_intersection_array,11
MBPP,DSCoderQ8,mbpp_261_division_elements,11
MBPP,DSCoderQ8,mbpp_278_count_first_elements,11
MBPP,DSCoderQ8,mbpp_296_get_Inv_Count,11
MBPP,DSCoderQ8,mbpp_299_max_aggregate,11
MBPP,DSCoderQ8,mbpp_393_max_length_list,11
MBPP,DSCoderQ8,mbpp_394_check_distinct,11
MBPP,DSCoderQ8,mbpp_398_sum_of_digits,11
MBPP,DSCoderQ8,mbpp_401_add_nested_tuples,11
MBPP,DSCoderQ8,mbpp_412_remove_odd,11
MBPP,DSCoderQ8,mbpp_418_Find_Max,11
MBPP,DSCoderQ8,mbpp_438_count_bidirectional,11
MBPP,DSCoderQ8,mbpp_457_Find_Min,11
MBPP,DSCoderQ8,mbpp_556_find_Odd_Pair,11
MBPP,DSCoderQ8,mbpp_564_count_Pairs,11
MBPP,DSCoderQ8,mbpp_580_extract_even,11
MBPP,DSCoderQ8,mbpp_602_first_repeated_char,11
MBPP,DSCoderQ8,mbpp_604_reverse_words,11
MBPP,DSCoderQ8,mbpp_608_bell_Number,11
MBPP,DSCoderQ8,mbpp_63_max_difference,11
MBPP,DSCoderQ8,mbpp_65_recursive_list_sum,11
MBPP,DSCoderQ8,mbpp_67_bell_number,11
MBPP,DSCoderQ8,mbpp_70_get_equal,11
MBPP,DSCoderQ8,mbpp_763_find_min_diff,11
MBPP,DSCoderQ8,mbpp_765_is_polite,11
MBPP,DSCoderQ8,mbpp_777_find_sum,11
MBPP,DSCoderQ8,mbpp_804_is_product_even,11
MBPP,DSCoderQ8,mbpp_94_index_minimum,11
MBPP,DSCoder,mbpp_103_eulerian_num,11
MBPP,DSCoder,mbpp_117_list_to_float,11
MBPP,DSCoder,mbpp_132_tup_string,11
MBPP,DSCoder,mbpp_160_find_solution,11
MBPP,DSCoder,mbpp_166_find_even_pair,11
MBPP,DSCoder,mbpp_172_count_occurance,11
MBPP,DSCoder,mbpp_261_division_elements,11
MBPP,DSCoder,mbpp_278_count_first_elements,11
MBPP,DSCoder,mbpp_296_get_Inv_Count,11
MBPP,DSCoder,mbpp_299_max_aggregate,11
MBPP,DSCoder,mbpp_393_max_length_list,11
MBPP,DSCoder,mbpp_394_check_distinct,11
MBPP,DSCoder,mbpp_401_add_nested_tuples,11
MBPP,DSCoder,mbpp_418_Find_Max,11
MBPP,DSCoder,mbpp_438_count_bidirectional,11
MBPP,DSCoder,mbpp_457_Find_Min,11
MBPP,DSCoder,mbpp_4_heap_queue_largest,11
MBPP,DSCoder,mbpp_556_find_Odd_Pair,11
MBPP,DSCoder,mbpp_564_count_Pairs,11
MBPP,DSCoder,mbpp_573_unique_product,11
MBPP,DSCoder,mbpp_580_extract_even,11
MBPP,DSCoder,mbpp_602_first_repeated_char,11
MBPP,DSCoder,mbpp_604_reverse_words,11
MBPP,DSCoder,mbpp_605_prime_num,11
MBPP,DSCoder,mbpp_608_bell_Number,11
MBPP,DSCoder,mbpp_65_recursive_list_sum,11
MBPP,DSCoder,mbpp_70_get_equal,11
MBPP,DSCoder,mbpp_720_add_dict_to_tuple,11
MBPP,DSCoder,mbpp_739_find_Index,11
MBPP,DSCoder,mbpp_763_find_min_diff,11
MBPP,DSCoder,mbpp_804_is_product_even,11
MBPP,DSCoder,mbpp_94_index_minimum,11
MBPP,StarCoderFP16,mbpp_117_list_to_float,11
MBPP,StarCoderFP16,mbpp_123_amicable_numbers_sum,11
MBPP,StarCoderFP16,mbpp_145_max_Abs_Diff,11
MBPP,StarCoderFP16,mbpp_166_find_even_pair,11
MBPP,StarCoderFP16,mbpp_230_replace_blank,11
MBPP,StarCoderFP16,mbpp_238_number_of_substrings,11
MBPP,StarCoderFP16,mbpp_249_intersection_array,11
MBPP,StarCoderFP16,mbpp_268_find_star_num,11
MBPP,StarCoderFP16,mbpp_281_all_unique,11
MBPP,StarCoderFP16,mbpp_296_get_Inv_Count,11
MBPP,StarCoderFP16,mbpp_393_max_length_list,11
MBPP,StarCoderFP16,mbpp_3_is_not_prime,11
MBPP,StarCoderFP16,mbpp_400_extract_freq,11
MBPP,StarCoderFP16,mbpp_418_Find_Max,11
MBPP,StarCoderFP16,mbpp_438_count_bidirectional,11
MBPP,StarCoderFP16,mbpp_444_trim_tuple,11
MBPP,StarCoderFP16,mbpp_457_Find_Min,11
MBPP,StarCoderFP16,mbpp_470_add_pairwise,11
MBPP,StarCoderFP16,mbpp_474_replace_char,11
MBPP,StarCoderFP16,mbpp_556_find_Odd_Pair,11
MBPP,StarCoderFP16,mbpp_564_count_Pairs,11
MBPP,StarCoderFP16,mbpp_602_first_repeated_char,11
MBPP,StarCoderFP16,mbpp_605_prime_num,11
MBPP,StarCoderFP16,mbpp_615_average_tuple,11
MBPP,StarCoderFP16,mbpp_619_move_num,11
MBPP,StarCoderFP16,mbpp_628_replace_spaces,11
MBPP,StarCoderFP16,mbpp_631_replace_spaces,11
MBPP,StarCoderFP16,mbpp_639_sample_nam,11
MBPP,StarCoderFP16,mbpp_640_remove_parenthesis,11
MBPP,StarCoderFP16,mbpp_65_recursive_list_sum,11
MBPP,StarCoderFP16,mbpp_69_is_sublist,11
MBPP,StarCoderFP16,mbpp_6_differ_At_One_Bit_Pos,11
MBPP,StarCoderFP16,mbpp_730_consecutive_duplicates,11
MBPP,StarCoderFP16,mbpp_734_sum_Of_Subarray_Prod,11
MBPP,StarCoderFP16,mbpp_748_capital_words_spaces,11
MBPP,StarCoderFP16,mbpp_757_count_reverse_pairs,11
MBPP,StarCoderFP16,mbpp_767_get_pairs_count,11
MBPP,StarCoderFP16,mbpp_776_count_vowels,11
MBPP,StarCoderFP16,mbpp_791_remove_nested,11
MBPP,StarCoderFP16,mbpp_94_index_minimum,11
MBPP,StarCoderQ2,mbpp_117_list_to_float,11
MBPP,StarCoderQ2,mbpp_165_count_char_position,11
MBPP,StarCoderQ2,mbpp_166_find_even_pair,11
MBPP,StarCoderQ2,mbpp_20_is_woodall,11
MBPP,StarCoderQ2,mbpp_230_replace_blank,11
MBPP,StarCoderQ2,mbpp_238_number_of_substrings,11
MBPP,StarCoderQ2,mbpp_268_find_star_num,11
MBPP,StarCoderQ2,mbpp_296_get_Inv_Count,11
MBPP,StarCoderQ2,mbpp_389_find_lucas,11
MBPP,StarCoderQ2,mbpp_393_max_length_list,11
MBPP,StarCoderQ2,mbpp_395_first_non_repeating_character,11
MBPP,StarCoderQ2,mbpp_398_sum_of_digits,11
MBPP,StarCoderQ2,mbpp_417_group_tuples,11
MBPP,StarCoderQ2,mbpp_418_Find_Max,11
MBPP,StarCoderQ2,mbpp_438_count_bidirectional,11
MBPP,StarCoderQ2,mbpp_453_sumofFactors,11
MBPP,StarCoderQ2,mbpp_457_Find_Min,11
MBPP,StarCoderQ2,mbpp_474_replace_char,11
MBPP,StarCoderQ2,mbpp_564_count_Pairs,11
MBPP,StarCoderQ2,mbpp_573_unique_product,11
MBPP,StarCoderQ2,mbpp_580_extract_even,11
MBPP,StarCoderQ2,mbpp_586_split_Arr,11
MBPP,StarCoderQ2,mbpp_595_min_Swaps,11
MBPP,StarCoderQ2,mbpp_602_first_repeated_char,11
MBPP,StarCoderQ2,mbpp_607_find_literals,11
MBPP,StarCoderQ2,mbpp_628_replace_spaces,11
MBPP,StarCoderQ2,mbpp_65_recursive_list_sum,11
MBPP,StarCoderQ2,mbpp_67_bell_number,11
MBPP,StarCoderQ2,mbpp_730_consecutive_duplicates,11
MBPP,StarCoderQ2,mbpp_743_rotate_right,11
MBPP,StarCoderQ2,mbpp_757_count_reverse_pairs,11
MBPP,StarCoderQ2,mbpp_767_get_pairs_count,11
MBPP,StarCoderQ2,mbpp_791_remove_nested,11
MBPP,StarCoderQ8,mbpp_117_list_to_float,11
MBPP,StarCoderQ8,mbpp_166_find_even_pair,11
MBPP,StarCoderQ8,mbpp_172_count_occurance,11
MBPP,StarCoderQ8,mbpp_19_test_duplicate,11
MBPP,StarCoderQ8,mbpp_237_check_occurences,11
MBPP,StarCoderQ8,mbpp_238_number_of_substrings,11
MBPP,StarCoderQ8,mbpp_252_convert,11
MBPP,StarCoderQ8,mbpp_265_list_split,11
MBPP,StarCoderQ8,mbpp_268_find_star_num,11
MBPP,StarCoderQ8,mbpp_286_max_sub_array_sum_repeated,11
MBPP,StarCoderQ8,mbpp_393_max_length_list,11
MBPP,StarCoderQ8,mbpp_394_check_distinct,11
MBPP,StarCoderQ8,mbpp_413_extract_nth_element,11
MBPP,StarCoderQ8,mbpp_418_Find_Max,11
MBPP,StarCoderQ8,mbpp_438_count_bidirectional,11
MBPP,StarCoderQ8,mbpp_474_replace_char,11
MBPP,StarCoderQ8,mbpp_4_heap_queue_largest,11
MBPP,StarCoderQ8,mbpp_556_find_Odd_Pair,11
MBPP,StarCoderQ8,mbpp_564_count_Pairs,11
MBPP,StarCoderQ8,mbpp_573_unique_product,11
MBPP,StarCoderQ8,mbpp_57_find_Max_Num,11
MBPP,StarCoderQ8,mbpp_583_catalan_number,11
MBPP,StarCoderQ8,mbpp_586_split_Arr,11
MBPP,StarCoderQ8,mbpp_605_prime_num,11
MBPP,StarCoderQ8,mbpp_615_average_tuple,11
MBPP,StarCoderQ8,mbpp_640_remove_parenthesis,11
MBPP,StarCoderQ8,mbpp_65_recursive_list_sum,11
MBPP,StarCoderQ8,mbpp_67_bell_number,11
MBPP,StarCoderQ8,mbpp_730_consecutive_duplicates,11
MBPP,StarCoderQ8,mbpp_739_find_Index,11
MBPP,StarCoderQ8,mbpp_743_rotate_right,11
MBPP,StarCoderQ8,mbpp_757_count_reverse_pairs,11
MBPP,StarCoderQ8,mbpp_767_get_pairs_count,11
MBPP,StarCoderQ8,mbpp_791_remove_nested,11
MBPP,StarCoderQ8,mbpp_88_freq_count,11
MBPP,StarCoderQ8,mbpp_94_index_minimum,11
MBPP,StarCoder,mbpp_117_list_to_float,11
MBPP,StarCoder,mbpp_119_search,11
MBPP,StarCoder,mbpp_166_find_even_pair,11
MBPP,StarCoder,mbpp_19_test_duplicate,11
MBPP,StarCoder,mbpp_237_check_occurences,11
MBPP,StarCoder,mbpp_238_number_of_substrings,11
MBPP,StarCoder,mbpp_265_list_split,11
MBPP,StarCoder,mbpp_389_find_lucas,11
MBPP,StarCoder,mbpp_393_max_length_list,11
MBPP,StarCoder,mbpp_394_check_distinct,11
MBPP,StarCoder,mbpp_400_extract_freq,11
MBPP,StarCoder,mbpp_413_extract_nth_element,11
MBPP,StarCoder,mbpp_417_group_tuples,11
MBPP,StarCoder,mbpp_418_Find_Max,11
MBPP,StarCoder,mbpp_438_count_bidirectional,11
MBPP,StarCoder,mbpp_446_count_Occurrence,11
MBPP,StarCoder,mbpp_448_cal_sum,11
MBPP,StarCoder,mbpp_457_Find_Min,11
MBPP,StarCoder,mbpp_462_combinations_list,11
MBPP,StarCoder,mbpp_474_replace_char,11
MBPP,StarCoder,mbpp_4_heap_queue_largest,11
MBPP,StarCoder,mbpp_556_find_Odd_Pair,11
MBPP,StarCoder,mbpp_564_count_Pairs,11
MBPP,StarCoder,mbpp_573_unique_product,11
MBPP,StarCoder,mbpp_586_split_Arr,11
MBPP,StarCoder,mbpp_605_prime_num,11
MBPP,StarCoder,mbpp_615_average_tuple,11
MBPP,StarCoder,mbpp_627_find_First_Missing,11
MBPP,StarCoder,mbpp_65_recursive_list_sum,11
MBPP,StarCoder,mbpp_6_differ_At_One_Bit_Pos,11
MBPP,StarCoder,mbpp_730_consecutive_duplicates,11
MBPP,StarCoder,mbpp_739_find_Index,11
MBPP,StarCoder,mbpp_743_rotate_right,11
MBPP,StarCoder,mbpp_757_count_reverse_pairs,11
MBPP,StarCoder,mbpp_767_get_pairs_count,11
MBPP,StarCoder,mbpp_782_odd_length_sum,11
MBPP,StarCoder,mbpp_791_remove_nested,11
MBPP,StarCoder,mbpp_88_freq_count,11
MBPP,StarCoder,mbpp_94_index_minimum,11
MBPP,CodeGemmaFP16,mbpp_106_add_lists,10
MBPP,CodeGemmaFP16,mbpp_167_next_power_of_2,10
MBPP,CodeGemmaFP16,mbpp_18_remove_dirty_chars,10
MBPP,CodeGemmaFP16,mbpp_229_re_arrange_array,10
MBPP,CodeGemmaFP16,mbpp_252_convert,10
MBPP,CodeGemmaFP16,mbpp_272_rear_extract,10
MBPP,CodeGemmaFP16,mbpp_290_max_length,10
MBPP,CodeGemmaFP16,mbpp_393_max_length_list,10
MBPP,CodeGemmaFP16,mbpp_394_check_distinct,10
MBPP,CodeGemmaFP16,mbpp_406_find_Parity,10
MBPP,CodeGemmaFP16,mbpp_414_overlapping,10
MBPP,CodeGemmaFP16,mbpp_418_Find_Max,10
MBPP,CodeGemmaFP16,mbpp_421_concatenate_tuple,10
MBPP,CodeGemmaFP16,mbpp_431_common_element,10
MBPP,CodeGemmaFP16,mbpp_440_find_adverb_position,10
MBPP,CodeGemmaFP16,mbpp_459_remove_uppercase,10
MBPP,CodeGemmaFP16,mbpp_478_remove_lowercase,10
MBPP,CodeGemmaFP16,mbpp_563_extract_values,10
MBPP,CodeGemmaFP16,mbpp_567_issort_list,10
MBPP,CodeGemmaFP16,mbpp_57_find_Max_Num,10
MBPP,CodeGemmaFP16,mbpp_589_perfect_squares,10
MBPP,CodeGemmaFP16,mbpp_598_armstrong_number,10
MBPP,CodeGemmaFP16,mbpp_610_remove_kth_element,10
MBPP,CodeGemmaFP16,mbpp_616_tuple_modulo,10
MBPP,CodeGemmaFP16,mbpp_62_smallest_num,10
MBPP,CodeGemmaFP16,mbpp_644_reverse_Array_Upto_K,10
MBPP,CodeGemmaFP16,mbpp_720_add_dict_to_tuple,10
MBPP,CodeGemmaFP16,mbpp_734_sum_Of_Subarray_Prod,10
MBPP,CodeGemmaFP16,mbpp_766_pair_wise,10
MBPP,CodeGemmaFP16,mbpp_772_remove_length,10
MBPP,CodeGemmaFP16,mbpp_782_odd_length_sum,10
MBPP,CodeGemmaFP16,mbpp_785_tuple_str_int,10
MBPP,CodeGemmaFP16,mbpp_802_count_rotation,10
MBPP,CodeGemmaFP16,mbpp_803_is_perfect_square,10
MBPP,CodeGemmaFP16,mbpp_809_check_smaller,10
MBPP,CodeGemmaQ2,mbpp_105_count,10
MBPP,CodeGemmaQ2,mbpp_611_max_of_nth,10
MBPP,CodeGemmaQ2,mbpp_77_is_Diff,10
MBPP,CodeGemmaQ2,mbpp_79_word_len,10
MBPP,CodeGemmaQ8,mbpp_160_find_solution,10
MBPP,CodeGemmaQ8,mbpp_18_remove_dirty_chars,10
MBPP,CodeGemmaQ8,mbpp_19_test_duplicate,10
MBPP,CodeGemmaQ8,mbpp_224_count_Set_Bits,10
MBPP,CodeGemmaQ8,mbpp_252_convert,10
MBPP,CodeGemmaQ8,mbpp_278_count_first_elements,10
MBPP,CodeGemmaQ8,mbpp_394_check_distinct,10
MBPP,CodeGemmaQ8,mbpp_398_sum_of_digits,10
MBPP,CodeGemmaQ8,mbpp_405_check_tuplex,10
MBPP,CodeGemmaQ8,mbpp_414_overlapping,10
MBPP,CodeGemmaQ8,mbpp_431_common_element,10
MBPP,CodeGemmaQ8,mbpp_436_neg_nos,10
MBPP,CodeGemmaQ8,mbpp_439_multiple_to_single,10
MBPP,CodeGemmaQ8,mbpp_446_count_Occurrence,10
MBPP,CodeGemmaQ8,mbpp_448_cal_sum,10
MBPP,CodeGemmaQ8,mbpp_572_two_unique_nums,10
MBPP,CodeGemmaQ8,mbpp_589_perfect_squares,10
MBPP,CodeGemmaQ8,mbpp_598_armstrong_number,10
MBPP,CodeGemmaQ8,mbpp_612_merge,10
MBPP,CodeGemmaQ8,mbpp_67_bell_number,10
MBPP,CodeGemmaQ8,mbpp_720_add_dict_to_tuple,10
MBPP,CodeGemmaQ8,mbpp_775_odd_position,10
MBPP,CodeGemma,mbpp_106_add_lists,10
MBPP,CodeGemma,mbpp_224_count_Set_Bits,10
MBPP,CodeGemma,mbpp_227_min_of_three,10
MBPP,CodeGemma,mbpp_252_convert,10
MBPP,CodeGemma,mbpp_414_overlapping,10
MBPP,CodeGemma,mbpp_418_Find_Max,10
MBPP,CodeGemma,mbpp_419_round_and_sum,10
MBPP,CodeGemma,mbpp_431_common_element,10
MBPP,CodeGemma,mbpp_436_neg_nos,10
MBPP,CodeGemma,mbpp_572_two_unique_nums,10
MBPP,CodeGemma,mbpp_584_find_adverbs,10
MBPP,CodeGemma,mbpp_589_perfect_squares,10
MBPP,CodeGemma,mbpp_610_remove_kth_element,10
MBPP,CodeGemma,mbpp_624_is_upper,10
MBPP,CodeGemma,mbpp_769_Diff,10
MBPP,CodeGemma,mbpp_793_last,10
MBPP,CodeGemma,mbpp_808_check_K,10
MBPP,CodeLlamaQ2,mbpp_113_check_integer,10
MBPP,CodeLlamaQ2,mbpp_120_max_product_tuple,10
MBPP,CodeLlamaQ2,mbpp_165_count_char_position,10
MBPP,CodeLlamaQ2,mbpp_167_next_power_of_2,10
MBPP,CodeLlamaQ2,mbpp_19_test_duplicate,10
MBPP,CodeLlamaQ2,mbpp_271_even_Power_Sum,10
MBPP,CodeLlamaQ2,mbpp_281_all_unique,10
MBPP,CodeLlamaQ2,mbpp_388_highest_Power_of_2,10
MBPP,CodeLlamaQ2,mbpp_394_check_distinct,10
MBPP,CodeLlamaQ2,mbpp_414_overlapping,10
MBPP,CodeLlamaQ2,mbpp_421_concatenate_tuple,10
MBPP,CodeLlamaQ2,mbpp_431_common_element,10
MBPP,CodeLlamaQ2,mbpp_446_count_Occurrence,10
MBPP,CodeLlamaQ2,mbpp_475_sort_counter,10
MBPP,CodeLlamaQ2,mbpp_567_issort_list,10
MBPP,CodeLlamaQ2,mbpp_583_catalan_number,10
MBPP,CodeLlamaQ2,mbpp_586_split_Arr,10
MBPP,CodeLlamaQ2,mbpp_602_first_repeated_char,10
MBPP,CodeLlamaQ2,mbpp_720_add_dict_to_tuple,10
MBPP,CodeLlamaQ2,mbpp_743_rotate_right,10
MBPP,CodeLlamaQ2,mbpp_750_add_tuple,10
MBPP,CodeLlamaQ2,mbpp_765_is_polite,10
MBPP,CodeLlamaQ2,mbpp_89_closest_num,10
MBPP,CodeLlamaQ2,mbpp_92_is_undulating,10
MBPP,CodeLlamaQ8,mbpp_106_add_lists,10
MBPP,CodeLlamaQ8,mbpp_120_max_product_tuple,10
MBPP,CodeLlamaQ8,mbpp_165_count_char_position,10
MBPP,CodeLlamaQ8,mbpp_19_test_duplicate,10
MBPP,CodeLlamaQ8,mbpp_281_all_unique,10
MBPP,CodeLlamaQ8,mbpp_394_check_distinct,10
MBPP,CodeLlamaQ8,mbpp_413_extract_nth_element,10
MBPP,CodeLlamaQ8,mbpp_414_overlapping,10
MBPP,CodeLlamaQ8,mbpp_421_concatenate_tuple,10
MBPP,CodeLlamaQ8,mbpp_446_count_Occurrence,10
MBPP,CodeLlamaQ8,mbpp_472_check_Consecutive,10
MBPP,CodeLlamaQ8,mbpp_560_union_elements,10
MBPP,CodeLlamaQ8,mbpp_562_Find_Max_Length,10
MBPP,CodeLlamaQ8,mbpp_563_extract_values,10
MBPP,CodeLlamaQ8,mbpp_567_issort_list,10
MBPP,CodeLlamaQ8,mbpp_627_find_First_Missing,10
MBPP,CodeLlamaQ8,mbpp_720_add_dict_to_tuple,10
MBPP,CodeLlamaQ8,mbpp_74_is_samepatterns,10
MBPP,CodeLlamaQ8,mbpp_780_find_combinations,10
MBPP,CodeLlamaQ8,mbpp_802_count_rotation,10
MBPP,CodeLlamaQ8,mbpp_91_find_substring,10
MBPP,CodeLlama,mbpp_120_max_product_tuple,10
MBPP,CodeLlama,mbpp_138_is_Sum_Of_Powers_Of_Two,10
MBPP,CodeLlama,mbpp_165_count_char_position,10
MBPP,CodeLlama,mbpp_281_all_unique,10
MBPP,CodeLlama,mbpp_394_check_distinct,10
MBPP,CodeLlama,mbpp_413_extract_nth_element,10
MBPP,CodeLlama,mbpp_414_overlapping,10
MBPP,CodeLlama,mbpp_421_concatenate_tuple,10
MBPP,CodeLlama,mbpp_431_common_element,10
MBPP,CodeLlama,mbpp_439_multiple_to_single,10
MBPP,CodeLlama,mbpp_472_check_Consecutive,10
MBPP,CodeLlama,mbpp_563_extract_values,10
MBPP,CodeLlama,mbpp_567_issort_list,10
MBPP,CodeLlama,mbpp_589_perfect_squares,10
MBPP,CodeLlama,mbpp_64_subject_marks,10
MBPP,CodeLlama,mbpp_720_add_dict_to_tuple,10
MBPP,CodeLlama,mbpp_743_rotate_right,10
MBPP,CodeLlama,mbpp_74_is_samepatterns,10
MBPP,CodeLlama,mbpp_780_find_combinations,10
MBPP,CodeLlama,mbpp_802_count_rotation,10
MBPP,CodeLlama,mbpp_89_closest_num,10
MBPP,CodeQwenQ2,mbpp_100_next_smallest_palindrome,10
MBPP,CodeQwenQ2,mbpp_142_count_samepair,10
MBPP,CodeQwenQ2,mbpp_165_count_char_position,10
MBPP,CodeQwenQ2,mbpp_19_test_duplicate,10
MBPP,CodeQwenQ2,mbpp_20_is_woodall,10
MBPP,CodeQwenQ2,mbpp_227_min_of_three,10
MBPP,CodeQwenQ2,mbpp_228_all_Bits_Set_In_The_Given_Range,10
MBPP,CodeQwenQ2,mbpp_277_dict_filter,10
MBPP,CodeQwenQ2,mbpp_281_all_unique,10
MBPP,CodeQwenQ2,mbpp_394_check_distinct,10
MBPP,CodeQwenQ2,mbpp_401_add_nested_tuples,10
MBPP,CodeQwenQ2,mbpp_414_overlapping,10
MBPP,CodeQwenQ2,mbpp_417_group_tuples,10
MBPP,CodeQwenQ2,mbpp_431_common_element,10
MBPP,CodeQwenQ2,mbpp_440_find_adverb_position,10
MBPP,CodeQwenQ2,mbpp_459_remove_uppercase,10
MBPP,CodeQwenQ2,mbpp_478_remove_lowercase,10
MBPP,CodeQwenQ2,mbpp_554_Split,10
MBPP,CodeQwenQ2,mbpp_562_Find_Max_Length,10
MBPP,CodeQwenQ2,mbpp_572_two_unique_nums,10
MBPP,CodeQwenQ2,mbpp_588_big_diff,10
MBPP,CodeQwenQ2,mbpp_589_perfect_squares,10
MBPP,CodeQwenQ2,mbpp_591_swap_List,10
MBPP,CodeQwenQ2,mbpp_598_armstrong_number,10
MBPP,CodeQwenQ2,mbpp_625_swap_List,10
MBPP,CodeQwenQ2,mbpp_629_Split,10
MBPP,CodeQwenQ2,mbpp_723_count_same_pair,10
MBPP,CodeQwenQ2,mbpp_74_is_samepatterns,10
MBPP,CodeQwenQ2,mbpp_780_find_combinations,10
MBPP,CodeQwenQ2,mbpp_802_count_rotation,10
MBPP,CodeQwenQ2,mbpp_90_len_log,10
MBPP,CodeQwenQ2,mbpp_96_divisor,10
MBPP,CodeQwenQ8,mbpp_113_check_integer,10
MBPP,CodeQwenQ8,mbpp_120_max_product_tuple,10
MBPP,CodeQwenQ8,mbpp_18_remove_dirty_chars,10
MBPP,CodeQwenQ8,mbpp_19_test_duplicate,10
MBPP,CodeQwenQ8,mbpp_252_convert,10
MBPP,CodeQwenQ8,mbpp_278_count_first_elements,10
MBPP,CodeQwenQ8,mbpp_281_all_unique,10
MBPP,CodeQwenQ8,mbpp_394_check_distinct,10
MBPP,CodeQwenQ8,mbpp_399_bitwise_xor,10
MBPP,CodeQwenQ8,mbpp_414_overlapping,10
MBPP,CodeQwenQ8,mbpp_431_common_element,10
MBPP,CodeQwenQ8,mbpp_448_cal_sum,10
MBPP,CodeQwenQ8,mbpp_459_remove_uppercase,10
